source_url,source_url_normalized,ref,fact,bias
https://deadspin.com,deadspin.com,https://mediabiasfactcheck.com/deadspin/,high,left
afj.org,afj.org,https://mediabiasfactcheck.com/alliance-for-justice-afj/,high,left
https://www.desmogblog.com,desmogblog.com,http://mediabiasfactcheck.com/desmog/,high,left
https://www.change.org,change.org,http://mediabiasfactcheck.com/change-org/,high,left
http://www.drudge.com,drudge.com,http://mediabiasfactcheck.com/drudge-retort/,mixed,left
https://bitchmedia.org,bitchmedia.org,http://mediabiasfactcheck.com/bitch-media/,high,left
http://deadstate.org,deadstate.org,http://mediabiasfactcheck.com/dead-state/,high,left
http://elitedaily.com,elitedaily.com,http://mediabiasfactcheck.com/elite-daily/,mixed,left
http://www.au.org,au.org,https://mediabiasfactcheck.com/american-united-separation-church-state/,high,left
http://www.counterpunch.org,counterpunch.org,http://mediabiasfactcheck.com/counterpunch/,high,left
http://www.chicagoreader.com,chicagoreader.com,http://mediabiasfactcheck.com/chicago-reader/,high,left
http://blackagendareport.com,blackagendareport.com,http://mediabiasfactcheck.com/black-agenda-report/,high,left
angrywhitemen.org,angrywhitemen.org,https://mediabiasfactcheck.com/angry-white-men/,high,left
http://www.esquire.com,esquire.com,http://mediabiasfactcheck.com/esquire-magazine/,high,left
http://earthfirstjournal.org,earthfirstjournal.org,http://mediabiasfactcheck.com/earth-first-journal/,mixed,left
http://filmingcops.com,filmingcops.com,http://mediabiasfactcheck.com/filming-cops/,high,left
https://crimethinc.com,crimethinc.com,http://mediabiasfactcheck.com/crimethinc/,high,left
http://everydayfeminism.com,everydayfeminism.com,http://mediabiasfactcheck.com/everyday-feminism/,high,left
http://www.firstpost.com,firstpost.com,https://mediabiasfactcheck.com/first-post/,high,left
https://www.greenleft.org.au,greenleft.org.au,https://mediabiasfactcheck.com/green-left-weekly/,mixed,left
https://citizencritics.org,citizencritics.org,https://mediabiasfactcheck.com/citizen-critics/,high,left
http://gizmodo.com,gizmodo.com,http://mediabiasfactcheck.com/gizmodo/,high,left
https://www.marxist.com,marxist.com,https://mediabiasfactcheck.com/in-defence-of-marxism/,high,left
http://bust.com,bust.com,http://mediabiasfactcheck.com/bust-magazine/,high,left
https://egbertowillies.com,egbertowillies.com,https://mediabiasfactcheck.com/egbertowillies/,high,left
http://evonomics.com,evonomics.com,http://mediabiasfactcheck.com/evonomics/,high,left
https://www.foreignpolicyjournal.com,foreignpolicyjournal.com,https://mediabiasfactcheck.com/foreign-policy-journal/,mixed,left
https://iowastartingline.com,iowastartingline.com,https://mediabiasfactcheck.com/iowa-starting-line/,high,left
http://www.greenvillegazette.com,greenvillegazette.com,http://mediabiasfactcheck.com/greenville-gazette/,high,left
https://leftfootforward.org,leftfootforward.org,http://mediabiasfactcheck.com/left-foot-forward/,high,left
http://ir.net,ir.net,https://mediabiasfactcheck.com/independent-reporter-ir-net/,mixed,left
https://extranewsfeed.com,extranewsfeed.com,https://mediabiasfactcheck.com/extranewsfeed/,mixed,left
http://foreignpolicynews.org,foreignpolicynews.org,https://mediabiasfactcheck.com/foreign-policy-news/,mixed,left
https://canadiandimension.com,canadiandimension.com,http://mediabiasfactcheck.com/canadian-dimension/,high,left
https://itsgoingdown.org,itsgoingdown.org,https://mediabiasfactcheck.com/its-going-down/,mixed,left
https://globalvoices.org,globalvoices.org,https://mediabiasfactcheck.com/global-voices/,high,left
https://www.electoral-vote.com,electoral-vote.com,https://mediabiasfactcheck.com/electoral-vote-com/,high,left
http://leftoverrights.com,leftoverrights.com,http://mediabiasfactcheck.com/left-over-rights/,mixed,left
https://www.inequalitymedia.org,inequalitymedia.org,http://mediabiasfactcheck.com/inequality-media/,high,left
http://www.feministcurrent.com,feministcurrent.com,https://mediabiasfactcheck.com/feminist-current/,high,left
http://www.liberalamerica.org,liberalamerica.org,http://mediabiasfactcheck.com/liberal-america/,mixed,left
https://www.jacobinmag.com,jacobinmag.com,http://mediabiasfactcheck.com/jacobin/,high,left
https://electronicintifada.net,electronicintifada.net,http://mediabiasfactcheck.com/electronic-intifada/,high,left
http://guardianlv.com,guardianlv.com,http://mediabiasfactcheck.com/guardian-liberty-voice/,high,left
https://www.juancole.com,juancole.com,https://mediabiasfactcheck.com/informed-comment/,high,left
http://www.dailydot.com,dailydot.com,http://mediabiasfactcheck.com/daily-dot/,high,left
https://www.liberalexaminer.com,liberalexaminer.com,https://mediabiasfactcheck.com/liberal-examiner/,mixed,left
http://jezebel.com,jezebel.com,http://mediabiasfactcheck.com/jezebel/,mixed,left
https://www.good.is,good.is,http://mediabiasfactcheck.com/good-magazine/,high,left
http://freepress.org,freepress.org,https://mediabiasfactcheck.com/free-press-2/,high,left
https://theguardiansofdemocracy.com,theguardiansofdemocracy.com,https://mediabiasfactcheck.com/guardians-of-democracy/,high,left
http://feministing.com,feministing.com,https://mediabiasfactcheck.com/feministing/,high,left
http://www.ips-dc.org,ips-dc.org,https://mediabiasfactcheck.com/institute-policy-studies/,high,left
http://samuel-warde.com,samuel-warde.com,http://mediabiasfactcheck.com/liberals-unite-samuel-warde/,mixed,left
http://www.mediaite.com,mediaite.com,http://mediabiasfactcheck.com/mediaite/,high,left
http://frnewsreport.com,frnewsreport.com,https://mediabiasfactcheck.com/free-rein-report/,high,left
http://www.leftvoice.org,leftvoice.org,https://mediabiasfactcheck.com/left-voice/,high,left
https://www.fifthestate.org,fifthestate.org,http://mediabiasfactcheck.com/fifth-estate/,high,left
http://mondoweiss.net,mondoweiss.net,http://mediabiasfactcheck.com/mondoweiss/,high,left
https://www.liberationnews.org,liberationnews.org,http://mediabiasfactcheck.com/liberation-news/,high,left
http://www.lavendermagazine.com,lavendermagazine.com,http://mediabiasfactcheck.com/lavender-magazine/,high,left
https://freedomnews.org.uk,freedomnews.org.uk,https://mediabiasfactcheck.com/freedom-news-and-journal/,high,left
http://www.moonofalabama.org,moonofalabama.org,https://mediabiasfactcheck.com/moon-of-alabama/,mixed,left
http://mediamatters.org,mediamatters.org,http://mediabiasfactcheck.com/media-matters/,high,left
http://www.huffingtonpost.com,huffingtonpost.com,http://mediabiasfactcheck.com/huffington-post/,high,left
http://www.gq.com,gq.com,http://mediabiasfactcheck.com/gq-magazine/,high,left
https://newint.org,newint.org,http://mediabiasfactcheck.com/new-internationalist/,high,left
http://littlegreenfootballs.com,littlegreenfootballs.com,http://mediabiasfactcheck.com/little-green-footballs/,mixed,left
http://inthesetimes.com,inthesetimes.com,http://mediabiasfactcheck.com/in-these-times/,high,left
hrc.org,hrc.org,https://mediabiasfactcheck.com/human-rights-campaign/,high,left
http://www.lgbtqnation.com,lgbtqnation.com,http://mediabiasfactcheck.com/lgbtq-nation/,high,left
http://www.motherjones.com,motherjones.com,http://mediabiasfactcheck.com/mother-jones/,high,left
http://www.bradford-delong.com,bradford-delong.com,https://mediabiasfactcheck.com/grasping-reality-hands-bradford-delong/,high,left
https://meduza.io/en,meduza.io,https://mediabiasfactcheck.com/meduza/,high,left
http://newpol.org,newpol.org,http://mediabiasfactcheck.com/new-politics-magazine/,high,left
http://www.pinknews.co.uk/home,pinknews.co.uk,http://mediabiasfactcheck.com/pink-news/,high,left
http://www.newsweek.com,newsweek.com,http://mediabiasfactcheck.com/newsweek/,mixed,left
https://www.progressiveliberal.net,progressiveliberal.net,https://mediabiasfactcheck.com/progressive-liberal/,mixed,left
http://front.moveon.org,front.moveon.org,http://mediabiasfactcheck.com/move-on/,mixed,left
http://libcom.org,libcom.org,https://mediabiasfactcheck.com/libcom-org/,high,left
https://newrepublic.com,newrepublic.com,http://mediabiasfactcheck.com/new-republic/,high,left
https://www.merryjane.com,merryjane.com,http://mediabiasfactcheck.com/merry-jane/,high,left
http://politicaldig.com,politicaldig.com,https://mediabiasfactcheck.com/political-dig/,mixed,left
north99.org,north99.org,https://mediabiasfactcheck.com/north99/,high,left
http://mashable.com,mashable.com,http://mediabiasfactcheck.com/mashable/,high,left
http://www.msmagazine.com,msmagazine.com,http://mediabiasfactcheck.com/ms-magazine/,high,left
http://www.palmerreport.com,palmerreport.com,http://mediabiasfactcheck.com/palmer-report/,mixed,left
http://www.miaminewtimes.com,miaminewtimes.com,http://mediabiasfactcheck.com/miami-new-times-2/,high,left
resilience.org,resilience.org,https://mediabiasfactcheck.com/resilience-post-carbon-institute/,mixed,left
http://projectcensored.org,projectcensored.org,https://mediabiasfactcheck.com/project-censored/,high,left
http://www.rawstory.com,rawstory.com,http://mediabiasfactcheck.com/raw-story/,mixed,left
http://meanlefthook.com,meanlefthook.com,http://mediabiasfactcheck.com/mean-left-hook/,mixed,left
http://www.msnbc.com,msnbc.com,http://mediabiasfactcheck.com/msnbc/,mixed,left
http://www.newstatesman.com,newstatesman.com,http://mediabiasfactcheck.com/new-statesman/,high,left
https://www.pastemagazine.com,pastemagazine.com,http://mediabiasfactcheck.com/paste-magazine/,high,left
http://proudemocrat.com,proudemocrat.com,http://mediabiasfactcheck.com/proud-democrat/,mixed,left
https://www.middleeastmonitor.com,middleeastmonitor.com,http://mediabiasfactcheck.com/middle-east-monitor/,mixed,left
https://nowtoronto.com,nowtoronto.com,https://mediabiasfactcheck.com/now-magazine/,high,left
http://www.readingthepictures.org,readingthepictures.org,https://mediabiasfactcheck.com/reading-the-pictures/,high,left
http://www.salon.com,salon.com,http://mediabiasfactcheck.com/salon/,high,left
https://rewire.news,rewire.news,http://mediabiasfactcheck.com/rewire/,high,left
http://www.politicususa.com,politicususa.com,http://mediabiasfactcheck.com/politicususa/,high,left
http://nymag.com,nymag.com,http://mediabiasfactcheck.com/new-york-magazine/,high,left
http://readersupportednews.org,readersupportednews.org,https://mediabiasfactcheck.com/reader-supported-news-rsn/,mixed,left
http://www.peacock-panache.com,peacock-panache.com,https://mediabiasfactcheck.com/peacock-panache/,high,left
http://www.scarymommy.com,scarymommy.com,http://mediabiasfactcheck.com/scary-mommy/,high,left
http://modernliberals.com,modernliberals.com,http://mediabiasfactcheck.com/modern-liberals/,mixed,left
http://revcom.us,revcom.us,http://mediabiasfactcheck.com/revcom-us/,mixed,left
https://popularresistance.org,popularresistance.org,https://mediabiasfactcheck.com/popular-resistance/,mixed,left
http://www.newyorker.com,newyorker.com,http://mediabiasfactcheck.com/new-yorker/,high,left
http://www.pfaw.org,pfaw.org,https://mediabiasfactcheck.com/people-american-way-pfaw/,high,left
https://www.queerty.com,queerty.com,https://mediabiasfactcheck.com/queerty/,high,left
http://www.redpepper.org.uk,redpepper.org.uk,http://mediabiasfactcheck.com/red-pepper/,high,left
http://www.molad.org/en,molad.org,https://mediabiasfactcheck.com/molad-center-renewal-israeli-democracy/,high,left
onegreenplanet.org,onegreenplanet.org,https://mediabiasfactcheck.com/one-green-planet/,mixed,left
http://reverbpress.news,reverbpress.news,http://mediabiasfactcheck.com/reverb-press/,high,left
https://shadowproof.com,shadowproof.com,https://mediabiasfactcheck.com/shadow-proof/,high,left
http://people.com/politics,people.com,http://mediabiasfactcheck.com/people-magazine/,high,left
http://www.sourcewatch.org/,sourcewatch.org,http://mediabiasfactcheck.com/sourcewatch/,high,left
https://www.opednews.com,opednews.com,http://mediabiasfactcheck.com/opednews-oen/,mixed,left
http://rabble.ca,rabble.ca,http://mediabiasfactcheck.com/rabble-ca/,high,left
http://shareblue.com,shareblue.com,http://mediabiasfactcheck.com/shareblue/,mixed,left
http://www.pravdareport.com,pravdareport.com,http://mediabiasfactcheck.com/pravda-report/,mixed,left
http://americanindependent.com,americanindependent.com,https://mediabiasfactcheck.com/american-independent-institute/,high,left
http://www.newshounds.us,newshounds.us,http://mediabiasfactcheck.com/newshounds/,mixed,left
https://photographyisnotacrime.com,photographyisnotacrime.com,http://mediabiasfactcheck.com/pinac/,high,left
https://rantt.com,rantt.com,https://mediabiasfactcheck.com/rantt-media/,high,left
http://www.slate.com,slate.com,http://mediabiasfactcheck.com/slate/,high,left
https://www.pressprogress.ca,pressprogress.ca,http://mediabiasfactcheck.com/press-progress/,high,left
https://splinternews.com,splinternews.com,https://mediabiasfactcheck.com/splinter/,mixed,left
http://the-daily.buzz,the-daily.buzz,http://mediabiasfactcheck.com/the-daily-buzz/,high,left
http://www.smirkingchimp.com,smirkingchimp.com,https://mediabiasfactcheck.com/smirking-chimp/,high,left
https://redyouth.org,redyouth.org,https://mediabiasfactcheck.com/red-youth/,mixed,left
http://www.rappler.com,rappler.com,http://mediabiasfactcheck.com/rappler/,mixed,left
http://prospect.org,prospect.org,http://mediabiasfactcheck.com/the-american-prospect/,high,left
http://www.rightwingwatch.org,rightwingwatch.org,http://mediabiasfactcheck.com/right-wing-watch/,mixed,left
http://www.nationofchange.org,nationofchange.org,http://mediabiasfactcheck.com/nation-of-change/,mixed,left
http://progressivearmy.com,progressivearmy.com,https://mediabiasfactcheck.com/progressive-army/,high,left
http://republicanssucks.org,republicanssucks.org,https://mediabiasfactcheck.com/republicans-suck/,mixed,left
http://www.worldsocialism.org/spgb,worldsocialism.org,http://mediabiasfactcheck.com/socialist-standard/,high,left
https://www.thedailyvox.co.za,thedailyvox.co.za,http://mediabiasfactcheck.com/the-daily-vox/,high,left
http://www.nationalmemo.com,nationalmemo.com,http://mediabiasfactcheck.com/the-national-memo/,high,left
https://www.austinchronicle.com,austinchronicle.com,https://mediabiasfactcheck.com/the-austin-chronicle/,high,left
https://trofire.com,trofire.com,http://mediabiasfactcheck.com/ring-of-fire/,high,left
http://www.towleroad.com,towleroad.com,http://mediabiasfactcheck.com/towleroad/,mixed,left
http://thelasource.com/,thelasource.com,https://mediabiasfactcheck.com/source-newspaper-la-source/,high,left
http://www.democratichub.com,democratichub.com,http://mediabiasfactcheck.com/the-democratic-hub/,mixed,left
https://socialistworker.org,socialistworker.org,https://mediabiasfactcheck.com/socialistworker-org/,high,left
http://www.thenewcivilrightsmovement.com,thenewcivilrightsmovement.com,http://mediabiasfactcheck.com/the-new-civil-rights-movement/,mixed,left
https://thesternfacts.com,thesternfacts.com,https://mediabiasfactcheck.com/the-stern-facts/,mixed,left
http://talkingpointsmemo.com,talkingpointsmemo.com,http://mediabiasfactcheck.com/talking-points-memo/,high,left
http://www.vanityfair.com,vanityfair.com,http://mediabiasfactcheck.com/vanity-fair/,high,left
https://theestablishment.co,theestablishment.co,https://mediabiasfactcheck.com/the-establishment/,high,left
http://www.workers.org,workers.org,https://mediabiasfactcheck.com/workers-world/,mixed,left
http://www.theburningspear.com,theburningspear.com,https://mediabiasfactcheck.com/the-burning-spear/,high,left
http://other98.com,other98.com,http://mediabiasfactcheck.com/the-other-98/,mixed,left
https://www.thelondoneconomic.com,thelondoneconomic.com,https://mediabiasfactcheck.com/the-london-economic/,mixed,left
http://washingtonmonthly.com,washingtonmonthly.com,http://mediabiasfactcheck.com/washington-monthly/,high,left
http://www.villagevoice.com,villagevoice.com,http://mediabiasfactcheck.com/the-village-voice/,high,left
http://verifiedpolitics.com,verifiedpolitics.com,https://mediabiasfactcheck.com/verified-politics/,high,left
http://www.takepart.com,takepart.com,http://mediabiasfactcheck.com/takepart/,high,left
https://thefloridasqueeze.com,thefloridasqueeze.com,https://mediabiasfactcheck.com/the-florida-squeeze/,mixed,left
wsws.org,wsws.org,http://mediabiasfactcheck.com/world-socialist-web-site/,high,left
https://theoutline.com,theoutline.com,https://mediabiasfactcheck.com/the-outline/,high,left
https://www.themarysue.com,themarysue.com,https://mediabiasfactcheck.com/the-mary-sue/,high,left
http://washingtonpress.com,washingtonpress.com,https://mediabiasfactcheck.com/washington-press/,mixed,left
http://www.thecanary.co,thecanary.co,http://mediabiasfactcheck.com/the-canary-uk/,high,left
http://www.truthdig.com,truthdig.com,http://mediabiasfactcheck.com/truthdig/,high,left
https://thewalrus.ca,thewalrus.ca,http://mediabiasfactcheck.com/the-walrus/,high,left
http://www.thefrisky.com,thefrisky.com,http://mediabiasfactcheck.com/the-frisky/,high,left
http://www.yesmagazine.org,yesmagazine.org,https://mediabiasfactcheck.com/yes-magazine/,high,left
http://www.progressive.org,progressive.org,http://mediabiasfactcheck.com/the-progressive/,high,left
http://www.themilitant.com,themilitant.com,http://mediabiasfactcheck.com/the-militant/,high,left
http://www.truth-out.org,truth-out.org,http://mediabiasfactcheck.com/truth-out/,mixed,left
https://www.climaterealityproject.org,climaterealityproject.org,http://mediabiasfactcheck.com/the-climate-reality-project/,high,left
progressivefrontier.com,progressivefrontier.com,https://mediabiasfactcheck.com/the-progressive-frontier/,mixed,left
https://wearyourvoicemag.com,wearyourvoicemag.com,https://mediabiasfactcheck.com/wear-your-voice/,high,left
http://www.morningstaronline.co.uk,morningstaronline.co.uk,http://mediabiasfactcheck.com/the-morning-star/,high,left
https://worldcantwait.net,worldcantwait.net,https://mediabiasfactcheck.com/world-cant-wait/,high,left
http://uproxx.com,uproxx.com,http://mediabiasfactcheck.com/uproxx/,high,left
http://thegrio.com,thegrio.com,http://mediabiasfactcheck.com/thegrio/,high,left
http://www.samefacts.com,samefacts.com,https://mediabiasfactcheck.com/reality-based-community/,high,left
http://thedailybanter.com,thedailybanter.com,http://mediabiasfactcheck.com/the-daily-banter/,high,left
https://www.thenation.com,thenation.com,http://mediabiasfactcheck.com/the-nation/,high,left
https://www.upworthy.com,upworthy.com,http://mediabiasfactcheck.com/upworthy/,high,left
https://zcomm.org/zmag,zcomm.org,http://mediabiasfactcheck.com/z-magazine/,high,left
http://www.theroot.com,theroot.com,http://mediabiasfactcheck.com/the-root/,high,left
http://www.vox.com,vox.com,http://mediabiasfactcheck.com/vox/,high,left
https://whowhatwhy.org,whowhatwhy.org,https://mediabiasfactcheck.com/who-what-why/,mixed,left
http://thinkprogress.org,thinkprogress.org,http://mediabiasfactcheck.com/think-progress/,mixed,left
https://this.org,this.org,http://mediabiasfactcheck.com/this-magazine/,high,left
http://wonkette.com,wonkette.com,http://mediabiasfactcheck.com/wonkette/,mixed,left
https://www.amnesty.org/en,amnesty.org,https://mediabiasfactcheck.com/amnesty-international/,high,center
https://ballotpedia.org/Main_Page,ballotpedia.org,http://mediabiasfactcheck.com/ballotpedia/,high,center
http://www.opensecrets.org,opensecrets.org,http://mediabiasfactcheck.com/center-for-responsive-politics-open-secrets/,high,center
http://cookpolitical.com,cookpolitical.com,http://mediabiasfactcheck.com/cook-political-report/,high,center
http://www.albawaba.com,albawaba.com,http://mediabiasfactcheck.com/al-bawaba/,high,center
https://capitolfax.com,capitolfax.com,https://mediabiasfactcheck.com/capitol-fax/,high,center
http://www.680news.com,680news.com,https://mediabiasfactcheck.com/680-news/,high,center
https://www.csis.org,csis.org,http://mediabiasfactcheck.com/center-for-strategic-and-international-studies/,high,center
http://www.anthropocenemagazine.org,anthropocenemagazine.org,http://mediabiasfactcheck.com/conservation-magazine/,high,center
http://bnonews.com,bnonews.com,https://mediabiasfactcheck.com/bno-news/,high,center
http://carnegieendowment.org,carnegieendowment.org,http://mediabiasfactcheck.com/carnegie-endowment-for-international-peace/,high,center
http://eng.majalla.com,eng.majalla.com,http://mediabiasfactcheck.com/al-majalla/,high,center
http://www.abc.net.au/news,abc.net.au,http://mediabiasfactcheck.com/abc-news-australia/,high,center
http://blog.countable.us,blog.countable.us,http://mediabiasfactcheck.com/countable-news/,high,center
concordmonitor.com,concordmonitor.com,https://mediabiasfactcheck.com/concord-monitor/,high,center
https://aptnnews.ca,aptnnews.ca,https://mediabiasfactcheck.com/aptn-news/,high,center
http://www.bridgemi.com,bridgemi.com,http://mediabiasfactcheck.com/bridge-magazine/,high,center
http://www.alreporter.com,alreporter.com,https://mediabiasfactcheck.com/alabama-political-reporter/,high,center
http://news.abs-cbn.com,news.abs-cbn.com,https://mediabiasfactcheck.com/abs-cbn-news/,high,center
https://www.courthousenews.com,courthousenews.com,https://mediabiasfactcheck.com/courthouse-news-service/,high,center
http://www.bangkokpost.com,bangkokpost.com,http://mediabiasfactcheck.com/the-bangkok-post/,high,center
https://azcapitoltimes.com,azcapitoltimes.com,https://mediabiasfactcheck.com/arizona-capitol-times/,high,center
https://altoday.com,altoday.com,https://mediabiasfactcheck.com/alabama-today/,high,center
http://www.castanet.net,castanet.net,http://mediabiasfactcheck.com/castanet/,high,center
https://www.afp.com,afp.com,http://mediabiasfactcheck.com/afp-agence-france-presse/,high,center
https://www.cp24.com,cp24.com,https://mediabiasfactcheck.com/cp24/,high,center
http://www.newsoptimist.ca,newsoptimist.ca,https://mediabiasfactcheck.com/battlefords-news-optimist/,high,center
http://www.chinadaily.com.cn,chinadaily.com.cn,http://mediabiasfactcheck.com/china-daily/,high,center
http://thebulletin.org,thebulletin.org,http://mediabiasfactcheck.com/bulletin-of-the-atomic-scientists/,high,center
http://www.africanews.com,africanews.com,http://mediabiasfactcheck.com/africa-news/,high,center
http://en.bbarta24.net,en.bbarta24.net,http://mediabiasfactcheck.com/bbarta24/,high,center
https://www.aninews.in,aninews.in,https://mediabiasfactcheck.com/asian-news-international-ani/,high,center
https://www.abqjournal.com,abqjournal.com,http://mediabiasfactcheck.com/albuquerque-journal/,high,center
http://www.bullshido.net,bullshido.net,https://mediabiasfactcheck.com/bullshido/,high,center
http://www.belfercenter.org,belfercenter.org,http://mediabiasfactcheck.com/the-belfer-center-for-science-and-international-affairs/,high,center
https://cdt.org,cdt.org,https://mediabiasfactcheck.com/center-democracy-technology/,high,center
http://www.atimes.com,atimes.com,https://mediabiasfactcheck.com/asia-times/,high,center
http://www.darientimes.com,darientimes.com,https://mediabiasfactcheck.com/darien-times/,high,center
https://consortiumnews.com,consortiumnews.com,http://mediabiasfactcheck.com/consortium-news/,high,center
http://www.cgdev.org,cgdev.org,http://mediabiasfactcheck.com/center-for-global-development/,high,center
https://www.bellingcat.com,bellingcat.com,http://mediabiasfactcheck.com/bellingcat/,high,center
http://www.csmonitor.com,csmonitor.com,http://mediabiasfactcheck.com/christian-science-monitor/,high,center
daytondailynews.com,daytondailynews.com,https://mediabiasfactcheck.com/dayton-daily-news/,high,center
http://www.allgov.com,allgov.com,https://mediabiasfactcheck.com/allgov/,high,center
https://constitutioncenter.org,constitutioncenter.org,https://mediabiasfactcheck.com/constitution-daily/,high,center
http://www.business2community.com,business2community.com,https://mediabiasfactcheck.com/business-2-community/,high,center
http://english.ahram.org.eg,english.ahram.org.eg,http://mediabiasfactcheck.com/ahram-online/,high,center
http://www.bettergov.org,bettergov.org,http://mediabiasfactcheck.com/better-government-association/,high,center
http://cityandstateny.com,cityandstateny.com,http://mediabiasfactcheck.com/city-and-state-new-york/,high,center
https://apnews.com,apnews.com,http://mediabiasfactcheck.com/associated-press/,high,center
http://www.defenseone.com,defenseone.com,http://mediabiasfactcheck.com/defense-one/,high,center
http://securingdemocracy.gmfus.org,securingdemocracy.gmfus.org,https://mediabiasfactcheck.com/alliance-securing-democracy/,high,center
https://airwars.org,airwars.org,https://mediabiasfactcheck.com/airwars/,high,center
http://bdnews24.com,bdnews24.com,http://mediabiasfactcheck.com/bdnews24/,high,center
http://www.cnas.org,cnas.org,http://mediabiasfactcheck.com/center-for-a-new-american-security/,high,center
https://www.ced.org,ced.org,http://mediabiasfactcheck.com/committee-for-economic-development/,high,center
http://www.atlanticcouncil.org,atlanticcouncil.org,http://mediabiasfactcheck.com/atlantic-council/,high,center
http://www.americanheritage.com,americanheritage.com,https://mediabiasfactcheck.com/american-heritage/,high,center
http://www.desmoinesregister.com,desmoinesregister.com,http://mediabiasfactcheck.com/the-des-moines-register/,high,center
capecodtimes.com,capecodtimes.com,https://mediabiasfactcheck.com/cape-cod-times/,high,center
https://consumerist.com,consumerist.com,http://mediabiasfactcheck.com/consumerist/,high,center
http://crfb.org,crfb.org,http://mediabiasfactcheck.com/committee-for-a-responsible-federal-budget/,high,center
http://www.afr.com,afr.com,http://mediabiasfactcheck.com/the-australian-financial-review/,high,center
https://www.publicintegrity.org,publicintegrity.org,http://mediabiasfactcheck.com/center-for-public-integrity/,high,center
http://www.dailyrecord.com,dailyrecord.com,http://mediabiasfactcheck.com/daily-record/,high,center
differencebetween.net,differencebetween.net,https://mediabiasfactcheck.com/differencebetween-net/,high,center
